BAUM1a_MP4_all\s001\s001_001.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s001\s001_002.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s002\s002_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s002\s002_003.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s002\s002_004.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s002\s002_005.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s002\s002_006.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s003\s003_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s003\s003_003.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s003\s003_004.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s003\s003_005.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s003\s003_006.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s004\s004_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s004\s004_003.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s004\s004_004.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s004\s004_005.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s004\s004_006.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s006\s006_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s006\s006_003.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s006\s006_004.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s006\s006_005.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s006\s006_006.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s007\s007_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s007\s007_003.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s007\s007_004.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s007\s007_006.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s007\s007_007.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s007\s007_008.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_003.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_004.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_005.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_006.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_007.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_008.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_009.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_010.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_011.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s008\s008_015.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s009\s009_002.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s009\s009_003.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s009\s009_004.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s009\s009_005.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s009\s009_006.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s010\s010_003.mp4	hap	1	tur	f	BAUM1
BAUM1a_MP4_all\s010\s010_004.mp4	sad	-1	tur	f	BAUM1
BAUM1a_MP4_all\s010\s010_005.mp4	fea	-1	tur	f	BAUM1
BAUM1a_MP4_all\s010\s010_006.mp4	dis	-1	tur	f	BAUM1
BAUM1a_MP4_all\s011\s011_003.mp4	hap	1	tur	m	BAUM1
BAUM1a_MP4_all\s011\s011_004.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s011\s011_005.mp4	sad	-1	tur	m	BAUM1
BAUM1a_MP4_all\s011\s011_006.mp4	fea	-1	tur	m	BAUM1
BAUM1a_MP4_all\s011\s011_007.mp4	ang	-1	tur	m	BAUM1
BAUM1a_MP4_all\s011\s011_008.mp4	dis	-1	tur	m	BAUM1
BAUM1a_MP4_all\s012\s012_003.mp4	hap	1	tur	f	BAUM1
BAUM1a_MP4_all\s012\s012_004.mp4	sad	-1	tur	f	BAUM1
BAUM1a_MP4_all\s012\s012_005.mp4	ang	-1	tur	f	BAUM1
