Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-01-01.wav	neu	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-02-01.wav	neu	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-01-01.wav	neu	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-02-01.wav	neu	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-01-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-02-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-02-01-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-02-02-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-01-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav	cal	0	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav	hap	1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav	sad	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav	ang	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav	fea	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav	dis	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav	sur	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav	sur	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav	sur	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav	sur	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav	sur	-1	eng	en-ca	ravdess+01	m	ravdess
Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav	sur	-1	eng	en-ca	ravdess+01	m	ravdess
